director_name	actor_2_name	genres	actor_1_name	movie_title	actor_3_name	plot_keywords	imdbID	title_year
Rick Famuyiwa	Lance Gross	Comedy Romance	America Ferrera	Our Family Wedding 	Lupe Ontiveros	california love marriage wedding wedding dress	tt1305583	2010
Ryan Murphy	Julia Roberts	Drama Romance	James Franco	Eat Pray Love 	Billy Crudup	divorce emotional balance female protagonist indonesia inner peace	tt0879870	2010
Harry Gantz		Documentary Drama		Sex with Strangers 		bisexual explicit sex sex stranger swing	tt0304692	2002
Kay Pollak	Frida Hallgren	Comedy Drama Music Romance	Michael Nyqvist	As It Is in Heaven 	Nils-Anders Vallgårda	amazing grace the hymn choir heart attack hometown skidding truck	tt0382330	2004
Michael Bay	Steve Buscemi	Action Adventure Romance Sci-Fi Thriller	Scarlett Johansson	The Island 	Djimon Hounsou	clone environment escape island lottery	tt0399201	2005
James DeMonaco	Adelaide Kane	Horror Sci-Fi Thriller	Rhys Wakefield	The Purge 	Chris Mulkey	class differences killing spree one night suburb violence	tt2184339	2013
Paul Gross	Michael Greyeyes	Drama History Romance War	Landon Liboiron	Passchendaele 	Caroline Dhavernas	battle canadian armed forces canadian soldier directed by star veteran	tt1092082	2008
Mike Marvin	Randy Quaid	Action Horror Romance Sci-Fi Thriller	Clint Howard	The Wraith 	Nick Cassavetes	arizona death gang police sheriff	tt0092240	1986
Fritz Lang	Gustav Fröhlich	Drama Sci-Fi	Brigitte Helm	Metropolis 	Rudolf Klein-Rogge	art deco bible quote dance silent film worker	tt0017136	1927
Sylvio Tabet	Kari Wuhrer	Action Adventure Fantasy Sci-Fi	Michael Berryman	Beastmaster 2: Through the Portal of Time 	Marc Singer	beast beastmaster psychotronic sword and sorcery warrior	tt0101412	1991
Dave Green	Ella Wahlestedt	Adventure Family Sci-Fi	Teo Halm	Earth to Echo 	Jason Gray-Stanford	alien bar construction worker no opening credits no title at beginning	tt2183034	2014
Cameron Crowe	Bradley Cooper	Comedy Drama Romance	Emma Stone	Aloha 	Bill Murray	box office flop critically bashed hawaii one word title written by director	tt1243974	2015
Franco Zeffirelli	Joan Plowright	Comedy Drama War	Lily Tomlin	Tea with Mussolini 	Paolo Seganti	ambassador american art english italy	tt0120857	1999
Paul Andrew Williams	Johnny Harris	Crime Drama Thriller	Lorraine Stanley	London to Brighton 	Georgia Groome	bathroom chase girl pimp toilet	tt0490166	2006
Francis Ford Coppola	Dean Stockwell	Crime Drama Thriller	Matt Damon	The Rainmaker 	Virginia Madsen	courtroom domestic violence insurance company lawyer underdog	tt0119978	1997
Tim Miller	Ed Skrein	Action Adventure Comedy Romance Sci-Fi	Ryan Reynolds	Deadpool 	Stefan Kapicic	based on comic book breaking the fourth wall mercenary mutant self healing	tt1431045	2016
Tony Scott	Radha Mitchell	Action Crime Drama Thriller	Denzel Washington	Man on Fire 	Giancarlo Giannini	bodyguard journalist kidnapping mexico police corruption	tt0328107	2004
Michael Radford	Jared Gilman	Comedy Drama Romance	Chris Noth	Elsa & Fred 	James Brolin	apartment death of protagonist follow that car la dolce vita love	tt2113659	2014
James Cox	Louis Lombardi	Crime Drama Mystery Thriller	Alexis Dziena	Wonderland 	Franky G	murder police police investigation porn star robbery	tt0335563	2003
Patricia Cardoso	Lupe Ontiveros	Comedy Drama	America Ferrera	Real Women Have Curves 	George Lopez	education factory high school mexican american religious icon	tt0296166	2002
Darren Aronofsky	Mila Kunis	Drama Thriller	Natalie Portman	Black Swan 	Mark Margolis	ballerina ballet fear female protagonist madness	tt0947798	2010
Adam Shankman	Judy Greer	Comedy Romance	Matthew McConaughey	The Wedding Planner 	Alex Rocco	chick flick doctor horseback riding wedding wedding planner	tt0209475	2001
David Fincher	Jason Flemyng	Drama Fantasy Romance	Brad Pitt	The Curious Case of Benjamin Button 	Julia Ormond	deformed baby diary lingerie slip older man younger woman relationship premature aging	tt0421715	2008
Walter Salles	Matheus Nachtergaele	Drama	Fernanda Montenegro	Central Station 	Othon Bastos	brazil letter rio de janeiro brazil sertao teacher	tt0140888	1998
Mark Andrews	John Ratzenberger	Adventure Animation Comedy Family Fantasy	Kelly Macdonald	Brave 	Julie Walters	archery coming of age female warrior princess rebellious daughter	tt1217209	2012
Stephen Norrington	Traci Lords	Action Horror	Sanaa Lathan	Blade 	Udo Kier	1990s blade blood vampire vampire hunter	tt0120611	1998
Norman Jewison	Peter Boyle	Drama	Sylvester Stallone	F.I.S.T. 	Rod Steiger	1930s driving through a gate funeral senator trade union	tt0077531	1978
Woody Allen	Carol Kane	Comedy Romance	Woody Allen	Annie Hall 	Shelley Duvall	breaking the fourth wall comedian jewish neurosis singer	tt0075686	1977
Jean-Jacques Annaud	Jean-Claude Dreyfus	Adventure Drama Family	David Gant	Two Brothers 	Oanh Nguyen	circus death of protagonist jungle killing an animal tiger	tt0338512	2004
David R. Ellis	Andrew Fiscella	Horror	Krista Allen	The Final Destination 	Shantel VanSanten	attempted suicide car crash collapsing scaffold overflowing bathtub tooth knocked out	tt1144884	2009
Andrew Erwin	Robert Amaya	Drama	Rachel Hendrix	October Baby 	Jason Burkey	abortion anti choice christian preach malpractice unprofessional conduct	tt1720182	2011
James Toback	Natasha Gregson Wagner	Comedy Drama	Robert Downey Jr.	Two Girls and a Guy 	Angel David	actor anilingus double cross funeral home two timing	tt0124179	1997
Colin Minihan	Sean Rogerson	Horror	Mackenzie Gray	Grave Encounters 	Ashleigh Gryzko	ghost ghost hunting labyrinth paranormal reality show	tt1703199	2011
Shane Meadows	Joseph Gilgun	Crime Drama	Stephen Graham	This Is England 	Jack O'Connell	england racism racist skinhead violence	tt0480025	2006
Iain Softley	Stephen Graham	Adventure Family Fantasy	Brendan Fraser	Inkheart 	Jamie Foreman	book escape girl overalls villain	tt0494238	2008
Thorbjørn Christoffersen	Frank Hvam	Action Adventure Animation Comedy Sci-Fi	Iben Hjejle	Journey to Saturn 	Casper Christensen	crew cult film denmark earth wristwatch	tt1095423	2008
Bibo Bergeron	Rosie Perez	Adventure Animation Comedy Family Romance	Frank Welker	The Road to El Dorado 	Elton John	adventurer el dorado gold high priest implied sex	tt0138749	2000
Rupert Wyatt	Cjon Saulsberry	Crime Drama Thriller	George Kennedy	The Gambler 	Griffin Cleveland	dog gambler gambling gangster professor	tt2039393	2014
Tom Hooper	Jennifer Ehle	Biography Drama History Romance	Colin Firth	The King's Speech 	Derek Jacobi	king king george vi speech speech therapist throne	tt1504320	2010
Peter Farrelly	Mike Starr	Comedy	Lauren Holly	Dumb & Dumber 	Teri Garr	briefcase full of money character repeating someone else's dialogue character says i love you friendship reference to cinderella	tt0109686	1994
Billy Wilder	Ray Walston	Comedy Drama Romance	Fred MacMurray	The Apartment 	David White	apartment elevator elevator girl love mistress	tt0053604	1960
Ol Parker	Olivia Williams	Drama Romance	Jeremy Irvine	Now Is Good 	Paddy Considine	death dying leukemia teenage girl terminal illness	tt1937264	2012
Scott Kalvert	James Franco	Action Crime Drama	Norman Reedus	Deuces Wild 	Frankie Muniz	1950s drug overdose gang gang war new york city	tt0231448	2002
David Ayer	Logan Lerman	Action Drama War	Brad Pitt	Fury 	Jim Parrack	battle battlefield brutality combat tank	tt2713180	2014
Barrett Esposito	Cyndi Lauper	Animation Family	Chazz Palminteri	Henry & Me 	Danny Aiello	bare butt baseball children new york yankees surrealism	tt1460798	2014
Andrew Fleming	Laura Harring	Comedy Crime Family Mystery Romance Thriller	Kay Panabaker	Nancy Drew 	Tate Donovan	chase clue detective movie star murder	tt0479500	2007
John Singleton	Snoop Dogg	Crime Drama Romance Thriller	Mo'Nique	Baby Boy 	Angell Conwell	cartoon on tv family relationships physical abuse single parent two word title	tt0255819	2001
John Putch	Diedrich Bader	Drama Mystery Sci-Fi	Robert Picardo	Atlas Shrugged II: The Strike 	Esai Morales	box office flop critically bashed government industrialist railroad	tt1985017	2012
Travis Legge	Suzi Lorraine	Comedy Romance	Kristen Seavey	Dry Spell 	Travis Legge	anti romantic comedy dating divorce sex comedy sex scene	tt2375036	2013
Paul McGuigan	Morgan Freeman	Crime Drama Mystery Thriller	Bruce Willis	Lucky Number Slevin 	Dorian Missick	coroner death gay son love mistaken identity	tt0425210	2006
Nora Ephron	Jean Stapleton	Comedy Drama Romance	Tom Hanks	You've Got Mail 	Dave Chappelle	bookstore competing businesses instant messaging new york city shop owner	tt0128853	1998
Michael J. Bassett	Deborah Kara Unger	Adventure Drama Horror Mystery Thriller	Radha Mitchell	Silent Hill: Revelation 3D 	Martin Donovan	18th birthday alternate reality introduction nightmare on the run	tt0938330	2012
André Téchiné	Ronit Elkabetz	Drama	Catherine Deneuve	The Girl on the Train 	Émilie Dequenne	bar mitzvah lawyer train wealth wrestler	tt1183672	2009
Barry Sonnenfeld	Janeane Garofalo	Comedy Crime Thriller	Zooey Deschanel	Big Trouble 	Omar Epps	airport fbi agent person in a car trunk suitcase suitcase bomb	tt0246464	2002
Mike Disa	Phil LaMarr	Animation Comedy Family	Amy Poehler	Hoodwinked Too! Hood vs. Evil 	Cheech Marin	3 dimensional box office flop critically bashed red riding hood wolf	tt0844993	2011
Andrey Zvyagintsev	Vladimir Garin	Drama Mystery Thriller	Konstantin Lavronenko	The Return 	Nataliya Vdovina	boy photograph return russian wilderness	tt0376968	2003
John Carpenter	Richard Masur	Horror Mystery Sci-Fi	Wilford Brimley	The Thing 	David Clennon	alien creature alien life form antarctica isolation paranoia	tt0084787	1982
Scott Cooper	Sam Shepard	Crime Drama Thriller	Christian Bale	Out of the Furnace 	Dendrie Taylor	ambiguous ending brother brother relationship drug dealer fight club revenge	tt1206543	2013
Frank Oz	Adam Alexi-Malle	Comedy	Robert Downey Jr.	Bowfinger 	Jamie Kennedy	film within a film filmmaking guerrilla filmmaking making of a movie scientology parody	tt0131325	1999
Frank Capra	Ann Miller	Comedy Drama Romance	Jean Arthur	You Can't Take It with You 	Lionel Barrymore	eccentric friend house monopoly stenographer	tt0030993	1938
Bille Woodruff	Cameron Mills	Drama Thriller	Boris Kodjoe	Addicted 	Sharon Leal	adultery attraction lust obsession temptation	tt2205401	2014
Mark Dindal	Frank Welker	Animation Comedy Family Fantasy Musical	George Kennedy	Cats Don't Dance 	Hal Holbrook	animal cat child star hollywood star	tt0118829	1997
Cameron Crowe	Bradley Cooper	Comedy Drama Romance	Emma Stone	Aloha 	Bill Murray	box office flop critically bashed hawaii one word title written by director	tt1243974	2015
Moustapha Akkad	Rod Steiger	Biography Drama History War	Oliver Reed	Lion of the Desert 	John Gielgud	arab general libya muslim mussolini	tt0081059	1980
James Fargo	Joseph Cotten	Action Adventure History	Christopher Lee	Caravans 	Behrouz Vossoughi	afghanistan caravan rebel russian tribe	tt0077296	1978
Claude Miller	Edouard Baer	Comedy Crime Drama Romance Thriller	Sandrine Kiberlain	Alias Betty 	Roschdy Zem	child criminal death depression novelist	tt0269329	2001
Steve Miner	Usher Raymond	Action Adventure Drama Thriller Western	Tom Skerritt	Texas Rangers 	Leonor Varela	army mexican orphan texas texas ranger	tt0193560	2001
George A. Romero	Hal Holbrook	Comedy Fantasy Horror	Ted Danson	Creepshow 	Adrienne Barbeau	anthology child abuse critically acclaimed death grindhouse	tt0083767	1982
Sam Raimi	Alison Lohman	Horror Thriller	Bojana Novakovic	Drag Me to Hell 	Reggie Lee	evil fight hell psychic psychologist	tt1127180	2009
Warren Beatty	Warren Beatty	Biography Drama History Romance	Paul Sorvino	Reds 	M. Emmet Walsh	cold war cold war era interview russia written and directed by cast member	tt0082979	1981
Ariel Vromen	Jordi Mollà	Action Crime Drama Mystery Sci-Fi Thriller	Gary Oldman	Criminal 	Doug Cockle	cia husband wife relationship memory tied up while barefoot violence	tt3014866	2016
Lorene Scafaria	Mark Moses	Adventure Comedy Drama Romance Sci-Fi	Steve Carell	Seeking a Friend for the End of the World 	Rob Huebel	candle end of the world letter record road trip	tt1307068	2012
Tamara Jenkins	Kevin Corrigan	Comedy Drama	Natasha Lyonne	Slums of Beverly Hills 	Jessica Walter	flatulence menstrual blood nomad nursing school title directed by female	tt0120831	1998
Sally Potter	Joan Allen	Drama Romance	Shirley Henderson	Yes 	Stephanie Leonidas	beach lebanese loss muslim restaurant	tt0381717	2004
Don Bluth	Gabriel Damon	Adventure Animation Family	Judith Barsi	The Land Before Time 	Bill Erwin	brontosaurus classical music dinosaur dinosaur feature earthquake	tt0095489	1988
Martin Scorsese	Adam Scott	Biography Drama	Leonardo DiCaprio	The Aviator 	Frances Conroy	1920s aviation fight spruce goose test flight	tt0338751	2004
Jon Gunn	David A.R. White	Action Crime Drama	Stacy Keach	Mercy Streets 	Cynthia Watros	church cigarette smoking deacon twin brother twins	tt0243415	2000
Chao-Bin Su	Shawn Yue	Action	Woo-sung Jung	Reign of Assassins 	Kelly Lin	martial arts sword fight wuxia	tt1460743	2010
Stanley Kubrick	Shelley Winters	Crime Drama Romance	James Mason	Lolita 	Lois Maxwell	lolita nymphet older man young girl relationship professor writer	tt0056193	1962
Alexander Payne	Patrick Gallagher	Adventure Comedy Drama Romance	Virginia Madsen	Sideways 	M.C. Gainey	actor california teacher wine writer	tt0375063	2004
Ted Post	Bruce Dern	Western	Clint Eastwood	Hang 'Em High 	Alan Hale Jr.	imperative in title judge marshal murder vigilante	tt0061747	1968
Alejandro Agresti	Dylan Walsh	Drama Fantasy Romance	Keanu Reeves	The Lake House 	Ebon Moss-Bachrach	house lake letter love across time parallel time	tt0410297	2006
Florence Ayisi	Beatrice Ntuba	Documentary	Vera Ngassa	Sisters in Law 			tt0474361	2005
Michael Bay	Steve Buscemi	Action Adventure Romance Sci-Fi Thriller	Scarlett Johansson	The Island 	Djimon Hounsou	clone environment escape island lottery	tt0399201	2005
Nancy Meyers	Jon Favreau	Comedy Drama Romance	Keanu Reeves	Something's Gotta Give 	Paul Michael Glaser	beach dating doctor heart attack weekend	tt0337741	2003
John Landis	Denholm Elliott	Comedy	Don Ameche	Trading Places 	Ralph Bellamy	interracial relationship poverty prostitute scam stock market	tt0086465	1983
Sam Weisman	Jenna Boyd	Comedy	Kevin Grevioux	Dickie Roberts: Former Child Star 	Mary McCormack	dental braces dental headgear former child star panties white panties	tt0325258	2003
Marcus Raboy	Tamala Jones	Comedy Crime Music	Mike Epps	The Janky Promoters 	Glenn Plummer	bigger dreams concert promoter hotel maid pep talk rap concert	tt1210071	2009
Jon Hess	Ian Gomez	Action	Burt Young	Excessive Force 	Thomas Ian Griffith	exercise bicycle face in food police police brutality policeman	tt0104215	1993
Joel Schumacher	Philip Seymour Hoffman	Comedy Crime Drama	Robert De Niro	Flawless 	Chris Bauer	gay interest gay lead character gay republican homosexual neighbor	tt0155711	1999
Martin Scorsese	Keith Richards	Biography Documentary Music	Mick Jagger	Shine a Light 	Albert Maysles	band concert footage new york city rolling stones three word title	tt0893382	2008
Steven Soderbergh	Bernie Mac	Crime Thriller	Brad Pitt	Ocean's Eleven 	Elliott Gould	card dealer casino criminal mastermind recruiting ulcer	tt0240772	2001
Peter Weir	Josh Charles	Comedy Drama	Robin Williams	Dead Poets Society 	Kurtwood Smith	education english teacher poet professor student	tt0097165	1989
Barbra Streisand	Austin Pendleton	Comedy Drama Romance	Jeff Bridges	The Mirror Has Two Faces 	Mimi Rogers	columbia university lecture marriage professor sex	tt0117057	1996
François Ozon	Ludivine Sagnier	Crime Drama Mystery Thriller	Charlotte Rampling	Swimming Pool 	Jean-Claude Lecas	luberon mystery writer night publisher swimming	tt0324133	2003
Hal Haberman	Paul Blackthorne	Comedy Drama Sci-Fi	Michael Rapaport	Special 	Ian Bohen	dream sequence locked in a room looking at self in mirror medication superhero	tt0479162	2006
Bob Saget	John Stamos	Animation Comedy	Alyson Hannigan	Farce of the Penguins 	Jim Belushi	flatulence march penguin south pole spoof	tt0488539	2006
Gary Halvorson	Kevin Clash	Adventure Comedy Family Fantasy Musical	Vanessa Williams	The Adventures of Elmo in Grouchland 	Caroll Spinney	based on tv series blanket box office flop rescue sesame street	tt0159421	1999
David Fincher	Holt McCallany	Action Horror Sci-Fi	Charles S. Dutton	Alien 3 	Paul McGann	alien crash planet prison survivor	tt0103644	1992
Robby Henson	Max Ryan	Drama Horror Mystery Thriller	Marc Blucas	Thr3e 	Justine Waddell	bound with duct tape flash forward number riddle stalking	tt0486028	2006
Wes Anderson	Anjelica Huston	Comedy Drama	Bill Murray	The Royal Tenenbaums 	Seymour Cassel	brother brother relationship family relationships father daughter relationship genius thrown through a window	tt0265666	2001
Russell Mulcahy	Peter Boyle	Action Adventure Crime Fantasy Mystery Thriller	Jonathan Winters	The Shadow 	John Kapelos	1930s bomb city invisibility the shadow	tt0111143	1994
Shinji Aramaki	Yû Aoi	Adventure Animation Sci-Fi	Shun Oguri	Harlock: Space Pirate 	Haruma Miura	liberty space adventure space opera time travel undercover agent	tt2668134	2013
DJ Pooh	Dr. Dre	Comedy	Angell Conwell	The Wash 	DJ Pooh	african american stereotype car wash rent roommate threatening telephone call	tt0290332	2001
Woody Allen	John Beck	Comedy Sci-Fi	Woody Allen	Sleeper 	Mews Small	frozen future health food leader police	tt0070707	1973
Brett Ratner	Don Cheadle	Comedy Drama Fantasy Romance	Nicolas Cage	The Family Man 	Amber Valletta	bowling christmas parallel universe salesman unfaithfulness	tt0218967	2000
Edward Zwick	Matt Damon	Action Drama Mystery Thriller War	Denzel Washington	Courage Under Fire 	Scott Glenn	bravery honor medal of honor military life unreliable flashback	tt0115956	1996
Robert Iscove	Kelly Clarkson	Comedy Musical Romance	Anika Noni Rose	From Justin to Kelly 	Brian Dietzen	bar florida love spring break waitress	tt0339034	2003
	Masi Oka	Drama Fantasy Sci-Fi Thriller	Sendhil Ramamurthy	Heroes             	Greg Grunberg	father daughter relationship serial killer superhero supernatural power vision of the future	tt0813715	
Tom Dey	Matthew McConaughey	Comedy Romance	Bradley Cooper	Failure to Launch 	Zooey Deschanel	friend intervention moving secret slacker	tt0427229	2006
George Cukor	Rex Harrison	Drama Family Musical Romance	Jeremy Brett	My Fair Lady 	Theodore Bikel	colonel flower girl professor street wager	tt0058385	1964
Les Mayfield	Dave Chappelle	Action Comedy Crime Thriller	Peter Greene	Blue Streak 	Tamala Jones	detective diamond jewel police thief	tt0181316	1999
Analeine Cal y Mayor	Douglas Smith	Comedy Drama	Zoë Kravitz	Treading Water 	Kim Ly		tt2091427	2013
Emily Young	Erika Christensen	Drama Romance	Sarah Michelle Gellar	Veronika Decides to Die 	Jonathan Tucker	boyfriend girlfriend relationship female protagonist letter of resignation mental hospital sex	tt1068678	2009
Robert Zemeckis	Jeffrey Weissman	Adventure Comedy Sci-Fi	Lea Thompson	Back to the Future Part II 	Thomas F. Wilson	alternate timeline same actor playing two characters simultaneously on screen second part year 2015 younger version of character	tt0096874	1989
Lee Tamahori	Colin Salmon	Action Adventure Thriller	Toby Stephens	Die Another Day 	Rick Yune	catfight clinic colonel diamond patricide	tt0246460	2002
Clint Eastwood	Jay Mohr	Drama Fantasy	Matt Damon	Hereafter 	Cécile De France	death france near death experience tsunami twin brother	tt1212419	2010
Francis Ford Coppola	Marlon Brando	Crime Drama	Al Pacino	The Godfather 	Robert Duvall	crime family mafia organized crime patriarch rise to power	tt0068646	1972
Phil Traill	Katy Mixon	Comedy Romance	Bradley Cooper	All About Steve 	Beth Grant	blind date crossword puzzle eccentric fall mine shaft	tt0881891	2009
Stanley Kramer	Sid Caesar	Action Adventure Comedy Crime	Jonathan Winters	It's a Mad	 Mad	 Mad	 Mad World 	Spencer Tracy	california desert dying words money race	tt0057193	1963
Brad Bird	Jeremy Renner	Action Adventure Thriller	Tom Cruise	Mission: Impossible - Ghost Protocol 	Michael Nyqvist	dubai kremlin race against time russian terrorist	tt1229238	2011
Robert Hall	Kevin Gage	Horror	Angelina Armani	Fear Clinic 	Fiona Dourif	bare breasts based on web series claustrophobia doctor phobia	tt2165765	2015
Peter Berg	Charlize Theron	Action Drama	Will Smith	Hancock 	Eddie Marsan	bully comeuppance destruction prison superhero tough girl	tt0448157	2008
Jon Avnet	Al Pacino	Action Crime Drama Mystery Thriller	Robert De Niro	Righteous Kill 	50 Cent	blood splatter execution new york city nypd serial killer	tt1034331	2008
Anne Fletcher	Bern Cohen	Comedy Romance	Judy Greer	27 Dresses 	Yetta Gottesman	boss bridesmaid friend love wedding	tt0988595	2008
John Cornell	Linda Kozlowski	Action Adventure Comedy	Paul Hogan	Crocodile Dundee II 	John Meillon	australia australian crime boss crocodile gangster	tt0092493	1988
Joan Chen	Sam Trammell	Drama Romance	J.K. Simmons	Autumn in New York 	Elaine Stritch	may december romance new york new york city rockefeller center title directed by female	tt0174480	2000
Peter Berg	Alexander Skarsgård	Action Adventure Sci-Fi Thriller	Liam Neeson	Battleship 	Tadanobu Asano	box office flop hawaii naval oahu hawaii ship	tt1440129	2012
Thomas Bezucha	Luke Bracey	Adventure Comedy Family Romance	Leighton Meester	Monte Carlo 	Brett Cullen	cell phone hotel misunderstanding monte carlo young woman	tt1067774	2011
Rohit Jugraj	Neeru Bajwa	Romance	Bhavkhandan Singh Rakhra	Sardaar Ji 	Diljit Dosanjh		tt4080386	2015
Sarah Smith	Imelda Staunton	Adventure Animation Comedy Family Fantasy	Jim Broadbent	Arthur Christmas 	Michael Palin	christmas christmas eve elf high tech resentment	tt1430607	2011
Andrew Adamson	Chris Miller	Adventure Animation Comedy Family Fantasy	Kathleen Freeman	Shrek 	Bobby Block	donkey fairy tale ogre princess swamp	tt0126029	2001
Breck Eisner	Joseph Gilgun	Action Adventure Fantasy	Vin Diesel	The Last Witch Hunter 	Lotte Verbeek	box office flop burned to death magic witch witch hunter	tt1618442	2015
Alex Cox	Tracey Walter	Comedy Crime Sci-Fi Thriller	Del Zamora	Repo Man 	Miguel Sandoval	punk punk rocker repossession televangelist ufo	tt0087995	1984
Matt Johnson	Shailene Garnett	Crime Drama Thriller	Paul Daniel Ayotte	The Dirties 	Matt Johnson	best friend bully friend revenge school	tt2334896	2013
Francis Ford Coppola	Teri Garr	Drama Mystery Thriller	Harrison Ford	The Conversation 	Cindy Williams	corruption neo noir recording saxophone surveillance	tt0071360	1974
Robert Sarkies	Matthew Sunderland	Crime Drama	William Kircher	Out of the Blue 	Paul Glover	true crime	tt0839938	2006
Werner Herzog	Toby Huss	Adventure Biography Drama War	Christian Bale	Rescue Dawn 	François Chau	bombing guard jungle laos prisoner	tt0462504	2006
Ralph Fiennes	Ashraf Barhom	Drama Thriller War	Gerard Butler	Coriolanus 	Lubna Azabal	modern day adaptation reference to william shakespeare shakespeare in modern dress shakespeare play shakespeare's coriolanus	tt1372686	2011
Michael Hoffman	Gerald McRaney	Drama Romance	Luke Bracey	The Best of Me 	Clarke Peters	adultery based on novel heart transplant infidelity protective male	tt1972779	2014
	Brent Sexton	Crime Drama Mystery	Adam Arkin	Life             	Damian Lewis	cop murder partner police protective male	tt0874936	
Peter Chelsom	Nick Cannon	Comedy Drama Romance	Lisa Ann Walter	Shall We Dance 	Omar Benson Miller	dance dance competition dance lesson love teacher	tt0358135	2004
Julian Schnabel	Mathieu Amalric	Biography Drama	Emmanuelle Seigner	The Diving Bell and the Butterfly 	Isaach De Bankolé	arc de triomphe paris based on autobiography coma elle magazine male frontal nudity	tt0401383	2007
Tim Burton	Alison Lohman	Adventure Drama Fantasy	Steve Buscemi	Big Fish 	Albert Finney	dog saved from a fire flashback growing up multiple narrators traveling salesman	tt0319061	2003
Dean Parisot	Jake Busey	Comedy Drama Romance	Catherine O'Hara	Home Fries 	Shelley Duvall	baby infidelity pilot pregnant waitress	tt0119304	1998
Julie Anne Robinson	Debbie Reynolds	Action Comedy Crime Romance Thriller	Fisher Stevens	One for the Money 	Patrick Fischler	bail bond bounty hunter jeans shot in the butt title directed by female	tt1598828	2012
Brian Helgeland	Christopher Meloni	Biography Drama Sport	Harrison Ford	42 	Nicole Beharie	baseball baseball player brooklyn dodgers major league baseball racism	tt0453562	2013
Greg Tiernan	Salma Hayek	Adventure Animation Comedy Fantasy	James Franco	Sausage Party 	Anders Holm	bread coarse language f word sausage tricked into lesbian sex	tt1700841	2016
Bill Condon	Jennifer Hudson	Drama Music Musical	Loretta Devine	Dreamgirls 	Anika Noni Rose	1960s fire pop chart singer trio	tt0443489	2006
James Mangold	Logan Lerman	Adventure Crime Drama Western	Christian Bale	3:10 to Yuma 	Gretchen Mol	outlaw rancher small western town stagecoach train	tt0381849	2007
Lowell Sherman	Gilbert Roland	Comedy Drama History Musical Romance	Mae West	She Done Him Wrong 	Louise Beavers	captain marriage proposal saloon saloon singer singer	tt0024548	1933
Christian Alvart	Dennis Quaid	Action Horror Mystery Sci-Fi Thriller	Norman Reedus	Pandorum 	Eddie Rouse	future mission space spaceship survival	tt1188729	2009
Lenny Abrahamson	Jacob Tremblay	Drama	Joan Allen	Room 	Cas Anvar	based on novel escape imprisonment kidnapping mother son relationship	tt3170832	2015
David Ayer	Martin Donovan	Action Crime Drama Thriller	Mireille Enos	Sabotage 	Maurice Compte	dea drug cartel kicked in the crotch strip club tough girl	tt1742334	2014
Kiyoshi Kurosawa	Anna Nakagawa	Crime Horror Mystery Thriller	Kôji Yakusho	The Cure 	Denden	breasts interrogation investigation murder watching television	tt0123948	1997
Michael McCullers	Amy Poehler	Comedy Romance	Tina Fey	Baby Mama 	Romany Malco	baby book cartoon on tv female protagonist male anorexia	tt0871426	2008
Thomas Carter	Matthew Daddario	Drama Family Sport	Jessie T. Usher	When the Game Stands Tall 	Ser'Darius Blain	coach high school football	tt2247476	2014
